Authors,Author full names,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Abstract,Author Keywords,Index Keywords,Document Type,Publication Stage,Open Access,Source,EID,Relevance,Relation,Possible use
Cassill N.L.; McEnally M.R.; Booher H.,"Cassill, Nancy L. (6602304403); McEnally, Martha R. (7801548401); Booher, Heesun (57462708400)",6602304403; 7801548401; 57462708400,Decision Making and Lifestyle Influence on the Korean Purchase Process for Jeans,2015,Developments in Marketing Science: Proceedings of the Academy of Marketing Science,,,,450.0,454.0,4.0,0,10.1007/978-3-319-17383-2_88,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85125078613&doi=10.1007%2f978-3-319-17383-2_88&partnerID=40&md5=efa37a5c31a765122993bfc21ad4fc84,"This study examined whether differences exist in the search, pre-purchase and purchase behavior of four distinct lifestyle groups (price conscious, fashion conscious, self-confident and information seeking consumers) among Korean College students. Personal interviews were used to collect data. The results indicate that lifestyle does affect search, pre-purchase and purchase patterns. © 2015, Academy of Marketing Science.",Conscious Consumer; Information Seeker; Korean Market; Lifestyle Factor; Purchase Behavior,,Book chapter,Final,,Scopus,2-s2.0-85125078613,Possibly,Information seeking,"
While the reference paper focuses on lifestyle influences on jean purchasing decisions, it does touch upon **information seeking** behaviors among different consumer groups.  

Here's how you could potentially utilize it:

* **Comparative Context:** You could briefly mention this study as an example of how information seeking varies across consumer segments. This could help contextualize your own findings on information seeking related to responsible consumption.
* **Methodological Insight:** The paper uses personal interviews to gather data on information seeking. While your study might employ different methods, their approach could offer insights into designing interview questions or understanding consumer perspectives on information needs.

**Important Considerations:**

* **Limited Scope:** The reference paper doesn't directly address sustainable or responsible consumption. Its relevance is tangential, focusing on information seeking in a general consumer context.
* **Specificity:** Your paper deals with the influence of information on ethical considerations during purchasing decisions. The reference paper's focus on jeans and lifestyle segments might not fully align with your specific research question. 


Therefore, while the reference paper offers some potentially useful insights into information-seeking behaviors, its direct relevance to your study on responsible consumption is limited.  You would need to carefully consider how to integrate it without overstating its connection to your core topic."
Hu B.; Rodrigues E.M.; Viel E.,"Hu, Bo (55386530400); Rodrigues, Eduarda Mendes (58327751900); Viel, Emeric (56192899900)",55386530400; 58327751900; 56192899900,Capri: Programmable analytics for linked data,2014,ACM International Conference Proceeding Series,04-06-December-2014,,,217.0,223.0,6.0,1,10.1145/2684200.2684336,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84985916769&doi=10.1145%2f2684200.2684336&partnerID=40&md5=a0cb703fd32eaf931fc38783b463fc0c,"Link Data (LD) initiative has fundamentally changed the way how data are published, distributed, and consumed. It advocates data transparency and accessibility to fulfill the ""Web of Data"" vision. Thus far, tens of billions of data items have been made publicly available in machine-understandable forms (e.g. RDF). The sheer size of LD data, however, has not resulted in a significant increase of data consumption and thus a self-sustainable consumption-driven publication. We contend that this is primarily due to the lack of tooling for exploiting LD. A new programming paradigm is necessary to simplify and encourage value-add LD data utilisation. This paper reports an on-going project towards programmable Linked Open Data. We propose to tap into a distributed computing environment underpinning the popular statistical toolkit R. Where possible, native R operators and functions are used in our approach so as to lower the learning curve for experienced data scientists. We believe a report to the relevant community at this stage can help us to collect critical requirements before moving into the next stage of development. The crux of our future work lies in comprehensive and extensive evaluations, in terms of, but not limited to, system performance, system stability, system scalability, programming productivity and user experience. Copyright 2014 ACM.",Linked data; R; RDF,Data handling; Distributed computer systems; Information analysis; Information retrieval; System stability; Web services; Websites; Distributed computing environment; Learning curves; Linked datum; Linked open datum; Programming paradigms; Self-sustainable; System scalability; User experience; World Wide Web,Conference paper,Final,,Scopus,2-s2.0-84985916769,No,Other,"

Essentially, the reference paper deals with the *technical infrastructure* for making data accessible, while your paper focuses on the *human behavior* aspect of how consumers use (or don't use) that information to make responsible choices."
Lin W.-S.; Chen M.-F.; Chen Y.-Y.,"Lin, Wen-Shan (26659386200); Chen, Ming-Fong (55733308400); Chen, Yan-Yan (37095438300)",26659386200; 55733308400; 37095438300,Understanding consumer search activity and online purchase intensions for improving the product recommendation search,2007,"Proceedings - 6th IEEE/ACIS International Conference on Computer and Information Science, ICIS 2007; 1st IEEE/ACIS International Workshop on e-Activity, IWEA 2007",,,4276536,1135.0,1140.0,5.0,1,10.1109/ICIS.2007.189,https://www.scopus.com/inward/record.uri?eid=2-s2.0-46749107569&doi=10.1109%2fICIS.2007.189&partnerID=40&md5=ba1672a81c34c4f33a6667f77103bfef,"For product recommendation search, there is a need to explore consumer search style and purchase intensions. This paper presents results of an ongoing research project. It aims at investigating consumers' decision-making styles in order to get detailed pictures of online shoppers. The notion of consumer life style is applied in this exploratory study and the preliminary results indicate that there are three types of shoppers. They are: (1) fashionable and self-discipline shopper"", (2) general shopper, and (3) pragmatic shoppers. In addition, there are three influential factors for shoppers' pre-purchase search behavior, they are: (1) product attribute, (2) web store evaluation, and (3) special function and promotion. A product recommendatory system is under development based on the statistical results of this exploratory study. The recommendatory system is expected to provide relevant search results based on individual shoppers' decision-making styles. © 2007 IEEE.",Consumer search activity; Decision-making process; Electronic commerce; Product recommendation system,Communication; Cybernetics; Decision making; Electronic commerce; Function evaluation; Information management; Information science; Knowledge management; Problem solving; Project management; Research; Sales; Applied (CO); Exploratory studies; General (CO); In order; Individual (PSS 544-7); Influential factors; International (CO); international conferences; product recommendations; Research projects; search activities; Search behavior; Search results; special functions; Product development,Conference paper,Final,,Scopus,2-s2.0-46749107569,Possibly,Information seeking,"
While the reference paper doesn't directly address sustainable or responsible consumption, it delves into consumer search styles and the factors influencing pre-purchase search behavior. This could be valuable to your research in the following ways:

* **Understanding Search Behaviors:** The paper identifies three distinct shopper types based on their decision-making styles.  You could explore whether these shopper types exhibit different information-seeking behaviors related to ethical consumption. For example, do ""fashionable and self-discipline shoppers"" prioritize ethical information differently than ""pragmatic shoppers""?
* **Influencing Factors:** The paper highlights product attributes, web store evaluation, and special functions/promotions as key factors in pre-purchase search. You could investigate how these factors intersect with ethical considerations. Do consumers prioritize ethical information when evaluating product attributes or web store trustworthiness?
* **Informing Information Systems:** The reference paper mentions the development of a product recommendation system based on shopper styles. This could inspire ideas for designing information systems or decision-support tools that cater to the specific information needs of consumers interested in responsible consumption.

**Important Note:**

The reference paper's focus on general online shopping behavior means its findings need to be carefully considered within the context of your specific research on responsible consumption.  Direct connections might not be readily apparent, but the paper offers a valuable framework for understanding consumer search dynamics that could be adapted and applied to your area of study."
Gao R.; Yang Y.-X.,"Gao, Rong (55534150700); Yang, Yi-Xiong (12807342000)",55534150700; 12807342000,Consumers’ decision: Fashion Omni-channel retailing,2016,Journal of Information Hiding and Multimedia Signal Processing,7,2,,325.0,342.0,17.0,16,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84960113325&partnerID=40&md5=7fd1077e7aea215926bd598f689b0168,"We examined the consumers’ preference and decision-making on the omni-channel retailing solutions. Factors influencing consumers’ buying decision were teased out based on the 4Cs model, which were modified by 21 industry experts and 12 important factors were concluded. Mouselab was used for collecting the data of consumers’ decision making on brick-and-mortar stores, online stores and omni-channel retailing solutions and the effects of the important factors on the decision-making were studied. Compared with the other two retailing channels, omni-channel retailing owns consumers with remarkable characteristics: they put more emphasis on store atmosphere and the energy spending on selecting, paying and delivering; it is significantly associated between the depth of information search and the information search patterns; weighted additive rule (WADD) and random choice (RAND) are two main decision strategies they used but no significant correlation between the strategy types and the information search patterns. © 2016.",4Cs; Decision making strategies; Fashion; Mouselab; Omni-channel retailing,Information retrieval; Buying decisions; Decision strategy; Decision-making strategies; Fashion; Industry experts; Information search; Mouselab; Omni-channel retailing; Decision making,Article,Final,,Scopus,2-s2.0-84960113325,Possibly,Other,"
While the reference paper focuses on omni-channel retailing and consumer decision-making, it touches upon aspects relevant to your research, albeit indirectly. 

Here's how it could be potentially utilized:

* **Information Search Patterns:** The paper investigates information search patterns in omni-channel retail, including the depth and types of information sought. This could offer insights into how consumers gather information about products, potentially including information related to ethical and sustainable aspects. You could draw parallels between their findings and the information-seeking behaviors you're examining in your study.
* **Decision-Making Strategies:** The paper identifies decision-making strategies used by consumers in omni-channel contexts. Understanding these strategies could be helpful in contextualizing how information about responsible consumption influences consumer choices. For example, if consumers primarily rely on ""weighted additive rule"" (WADD), it suggests they weigh different product attributes, potentially including ethical considerations, in a systematic manner.

**Important Considerations:**

* **Limited Focus on Sustainability:** The reference paper doesn't explicitly address sustainable or responsible consumption. Its primary focus is on omni-channel retail experiences. Therefore, its relevance is indirect and requires careful interpretation.
* **Potential for Broader Application:** Despite the limited direct relevance, the paper's findings on information search and decision-making could provide a valuable framework for understanding consumer behavior in a broader context, which could then be applied to your research on responsible consumption. 


You would need to carefully analyze the reference paper and draw connections to your specific research questions to determine its full utility."
SPROLES G.B.; GEISTFELD L.V.; BADENHOP S.B.,"SPROLES, GEORGE B. (6507029541); GEISTFELD, LOREN V. (6506520658); BADENHOP, SUZANNE B. (57191098339)",6507029541; 6506520658; 57191098339,Types and Amounts of Information Used by Efficient Consumers,1980,Journal of Consumer Affairs,14,1,,37.0,48.0,11.0,19,10.1111/j.1745-6606.1980.tb00651.x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-34248499067&doi=10.1111%2fj.1745-6606.1980.tb00651.x&partnerID=40&md5=9f2a016b33c6f50df07a2c53a4171b69,"This paper describes a research methodology which assesses the efficiency of consumer decision‐making based on the types and amounts of informational cues used. A simple operational method is used to classify consumers into three levels of consumer efficiency based on how well they perform in assessing the optimal choice. The information chosen by perfectly efficient consumers, or those scoring at the maximum level of efficiency, is examined for indicators of optimal information seeking and decision‐making techniques. Copyright © 1980, Wiley Blackwell. All rights reserved",,,Article,Final,,Scopus,2-s2.0-34248499067,Possibly,Information seeking,"
While the reference paper doesn't directly address sustainable or responsible consumption, it offers a valuable framework for understanding **efficient information seeking** in consumer decision-making. You could utilize this paper in the following ways:

* **Conceptual Foundation:** The paper's methodology for classifying consumer efficiency based on information use could be adapted to your context. You could explore whether consumers who prioritize responsible aspects exhibit different information-seeking patterns compared to those who don't.
* **Benchmarking:** The paper's findings on the types of information used by ""perfectly efficient"" consumers could serve as a benchmark. You could compare the information-seeking behaviors of consumers engaged in responsible consumption to this benchmark to identify potential areas for improvement in information access and processing.
* **Theoretical Support:** The paper's focus on optimal information seeking can strengthen your argument about the importance of accessible and transparent information for driving responsible consumption. By referencing this work, you can highlight the broader theoretical underpinnings of your findings.


**Important Note:**

It's crucial to critically evaluate the applicability of the reference paper's findings to your specific context. Since it doesn't directly address sustainability or responsible consumption, you'll need to carefully consider how its insights can be meaningfully integrated into your research."
Li S.; Zhou L.; Li Y.,"Li, Shi (57192466426); Zhou, Lina (55710597100); Li, Yijun (56115547700)",57192466426; 55710597100; 56115547700,Improving aspect extraction by augmenting a frequency-based method with web-based similarity measures,2015,Information Processing and Management,51,1,,58.0,67.0,9.0,54,10.1016/j.ipm.2014.08.005,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84908090429&doi=10.1016%2fj.ipm.2014.08.005&partnerID=40&md5=aea4844d2398330232b0da14d8d6a2fc,"Online review mining has been used to help manufacturers and service providers improve their products and services, and to provide valuable support for consumer decision making. Product aspect extraction is fundamental to online review mining. This research is aimed to improve the performance of aspect extraction from online consumer reviews. To this end, we augment a frequency-based extraction method with PMI-IR, which utilizes web search in measuring the semantic similarity between aspect candidates and target entities. In addition, we extend RCut, an algorithm originally developed for text classification, to learn the threshold for selecting candidate aspects. Experiment results with Chinese online reviews show that our proposed method not only outperforms the state of the art frequency-based method for aspect extraction but also generalizes across different product domains and various data sizes. © 2014 Elsevier Ltd. All rights reserved.",Aspect extraction; Frequent aspects; Online reviews; PMI-IR,Frequent aspects; Online reviews; Similarity measure,Article,Final,,Scopus,2-s2.0-84908090429,Possibly,Availability,"
Your paper emphasizes the role of ""accessible and transparent information"" in driving responsible consumption. The reference paper, by exploring methods to extract and categorize information from online reviews, indirectly relates to the idea of making information more accessible to consumers.

You could potentially cite this paper to support the argument that technological advancements in information extraction and presentation can contribute to improved information availability for consumers making ethical consumption decisions. However, it's important to note that the reference paper doesn't directly address responsible consumption itself. 


Let me know if you have any other reference papers you'd like me to evaluate!"
Lueg J.E.; Moore R.S.; Warkentin M.,"Lueg, Jason E. (7801481948); Moore, Robert S. (56300411700); Warkentin, Merrill (55987735500)",7801481948; 56300411700; 55987735500,Patient health information search: An exploratory model of web-based search behavior,2003,Journal of End User Computing,15,4,,49.0,61.0,12.0,17,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0042318975&partnerID=40&md5=fa72000588d881a6596ce6cae6cb4d5b,"The Internet is drawing consumers in search of information about a broad range of topics. In order to understand how end users search for and benefit from Internet health information search, this paper presents a set of propositions and an explanatory model concerning Web-based patient health information search behavior. The analysis suggests that there is a link between an individual's health and his or her use of online health information, and also that the search intensity that individuals undertake results in an increased propensity to talk with health care providers about the information.",Consumer decision making; Health information search; Internet; Search intensity; Situational involvement,,Article,Final,,Scopus,2-s2.0-0042318975,Possibly,Seeking,"
While the reference paper focuses on health information seeking, it offers valuable insights into the broader field of information-seeking behavior online. You could utilize this paper in the following ways:

* **Theoretical Framework:** The paper's proposed model of web-based search behavior could potentially be adapted and applied to the context of sustainable and ethical consumption. You could explore whether similar factors influence information seeking related to responsible products or practices.
* **Methodological Inspiration:** The paper's research methods, particularly its focus on understanding user motivations and search intensity, could inspire your own data collection and analysis strategies.
* **Comparative Analysis:**  You could draw comparisons between health information seeking and information seeking related to responsible consumption. This could highlight similarities and differences in user needs, challenges, and information sources.

**Important Considerations:**

* **Contextual Differences:** Remember that the reference paper deals with health information, which often involves high stakes and urgency.  Responsible consumption, while important, may not carry the same level of immediacy for consumers.
* **Specificity:** The reference paper doesn't directly address sustainability or ethical consumption. Therefore, its relevance is indirect and requires careful interpretation and adaptation to your specific research context. 


Let me know if you have any other papers you'd like me to evaluate!"
Gibson A.K.; Rasmussen J.; Steketee G.; Frost R.; Tolin D.,"Gibson, Amanda K. (36157949100); Rasmussen, Jessica (36118332200); Steketee, Gail (7004659004); Frost, Randy (7202424712); Tolin, David (7003683804)",36157949100; 36118332200; 7004659004; 7202424712; 7003683804,Ethical considerations in the treatment of compulsive hoarding,2010,Cognitive and Behavioral Practice,17,4,,426.0,438.0,12.0,7,10.1016/j.cbpra.2009.06.008,https://www.scopus.com/inward/record.uri?eid=2-s2.0-77956184764&doi=10.1016%2fj.cbpra.2009.06.008&partnerID=40&md5=8b208c67d3a98917713f832c5e7d53de,"Although empirically supported treatment for compulsive hoarding is in its preliminary stages, some information has emerged regarding ethical challenges experienced in treating this population. Our aims are twofold: (a) to inform the clinical community of ethical complications when conducting treatment for hoarding clients, and (b) to provide a decision-making model for ensuring quality and ethical care of hoarding clients. The ethical challenges (boundary crossings, dual roles, privacy/confidentiality, record keeping, fees, and cultural competence in treatment) were discovered through multiple roundtable discussions, supervision, and in the course of delivering empirically supported treatment protocols. A literature search was conducted to identify research that addressed ethical concerns. A decision-making model addressing ethical challenges in treatment of compulsive hoarding was developed. © 2010.",,adult; article; case report; clinical effectiveness; clinical protocol; cluttering; cognitive therapy; compulsion; confidentiality; cultural competence; disease severity; doctor patient relation; documentation; empirical research; ethical decision making; female; health hazard; high risk patient; human; human relation; information retrieval; informed consent; justice; medical ethics; patient care; patient right; practice guideline; priority journal; privacy; professional practice; responsibility; treatment planning,Article,Final,,Scopus,2-s2.0-77956184764,No,Other,"

Let me know if you have other reference papers you'd like me to evaluate!"
Yang R.; Wei J.; Lu L.; Li L.,"Yang, Ruiju (57209477721); Wei, Jiuchang (57193203513); Lu, Liangdong (56900256200); Li, Lianjun (57203501888)",57209477721; 57193203513; 56900256200; 57203501888,Air pollution and green consumption of consumers in China’s urban areas: a norm activation perspective,2020,Human and Ecological Risk Assessment,26,7,,1988.0,2010.0,22.0,18,10.1080/10807039.2019.1646633,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85070578996&doi=10.1080%2f10807039.2019.1646633&partnerID=40&md5=be3b6bfe6d6ad415ec6f63e0e326baab,"This study aims to explore how consumers’ psychological factors affect their pro-environment purchasing behavior in a smog-ridden city. Based on the Protective Action Decision Model and Heuristic–Systematic Model, this study proposed a model to investigate consumers’ decision-making process in purchasing green anti-smog products. It also provided new empirical evidence for the role of personal norms on consumers’ green consumption behavior by examining the differences between two groups of consumers (i.e., green and non-green) through a multi-group path analysis. The predictions were tested using a questionnaire survey of 1,124 participants living in the Beijing–Tianjin–Hebei region of China. Results indicated that product knowledge, smog knowledge, risk perception, and systematic processing positively affected consumers’ purchase intention. In addition, the significant differences of consumers with various personal norms in purchase decision-making were found in the current study. In the green group, product knowledge positively affected consumers’ risk perceptions and systematic processing intentions. Information seeking increased their purchase intentions. However, these relationships were not significant in the non-green group. This study contributes to the existing literature by linking consumers’ protective behaviors with green consumption and providing a comprehensive model for predicting consumers’ purchase decisions. © 2019 Taylor & Francis Group, LLC.",air pollution; green consumption; personal norm; protective behavior; purchase intention,,Article,Final,,Scopus,2-s2.0-85070578996,"Yes, possibly","Information seeking, availability","
This paper touches on aspects relevant to your research, particularly regarding information seeking and its influence on green consumption.  Here's how it could be utilized:

* **Supporting your argument on information seeking:** The reference paper demonstrates that information seeking (specifically about smog and green products) positively influences purchase intentions for green anti-smog products. This supports your argument that information-seeking processes play a crucial role in shaping responsible consumption.
* **Illustrating the impact of information availability:** While not directly focusing on information barriers, the study highlights how knowledge (which can be seen as a form of available information) about smog and green products drives consumer behavior. This indirectly supports your point about the influence of information availability on responsible consumption.
* **Contextualizing your findings:** The paper provides a specific example of how information seeking and availability influence a particular type of responsible consumption (green anti-smog products). You could use this as a case study to contextualize your broader findings and demonstrate the applicability of your research to specific consumption domains.

**Important Considerations:**

* **Scope:** The reference paper focuses on a specific context (air pollution and green consumption in China). While valuable, its findings may not be directly generalizable to all types of responsible consumption.
* **Depth:** The paper doesn't delve deeply into the challenges consumers face in seeking information about responsible products. Your research might offer a more nuanced exploration of these challenges.



Overall, the reference paper offers some supporting evidence and context for your research, particularly regarding the link between information seeking, availability, and responsible consumption. However, it's important to acknowledge its specific scope and limitations when utilizing it in your work."
Testa F.; Iovino R.; Iraldo F.,"Testa, Francesco (58872893300); Iovino, Roberta (57217735959); Iraldo, Fabio (6506317754)",58872893300; 57217735959; 6506317754,The circular economy and consumer behaviour: The mediating role of information seeking in buying circular packaging,2020,Business Strategy and the Environment,29,8,,3435.0,3448.0,13.0,164,10.1002/bse.2587,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85087553326&doi=10.1002%2fbse.2587&partnerID=40&md5=d6ce833d1ad6109f7f5adec10c63a6f6,"The transition towards a circular economy is a crucial issue to pursue a more sustainable development. In this transition, consumers' comprehension and engagement are necessary points to guide them towards more environmentally conscious purchases. This study extends the understanding of green consumer behaviour by testing an integrated conceptual model that explores the influence of personal concern, other pro-environmental behaviours, greenwashing beliefs, consumer innovativeness, and personal predisposition to seeking information on the purchasing of circular packaging. We explored both the stand-alone and the mediating effects of information seeking. Data were collected from a questionnaire-based survey administered to a large and representative sample of Italian families, using 1,643 valid responses. We used structural equation modelling to test the proposed hypotheses. The results highlight the fundamental importance of seeking information in order to guide consumption choices that are more consistent with the circular economy. For managers, our paper suggests that packaging counts in purchasing decisions and that information is used by consumers to search for consistency between personal attitudes, other pro-environmental behaviours, and the circular attributes of packaging. © 2020 ERP Environment and John Wiley & Sons Ltd.",circular economy; environmental information; environmental policy; green consumer behaviour; packaging; sustainable consumption,Italy; consumption behavior; environmental economics; environmental policy; information management; sustainability; sustainable development,Article,Final,,Scopus,2-s2.0-85087553326,Yes,"Seeking, Availability","
This paper is relevant to your research in two key ways:

1. **Information Seeking:** The reference paper directly investigates the role of information seeking in driving consumer choices towards circular packaging, a specific aspect of responsible consumption.  Their findings on the mediating effect of information seeking align with your focus on how search behaviors influence the valuation of ethical aspects during decision-making. You could cite this paper to support your argument that accessible information is crucial for promoting responsible consumption.

2. **Information Availability:** While not explicitly stated, the study implies a link between information availability and responsible consumption. By demonstrating that consumers actively seek information about circular packaging, the paper suggests that making such information readily available could encourage more sustainable purchasing decisions. This aligns with your interest in the influence of information barriers and the need for improved information systems.

You could use this paper to:

* **Strengthen your argument:**  Cite their findings to support your claim that accessible information drives prioritization of responsible aspects.
* **Provide empirical evidence:**  Their quantitative study using a large sample size adds weight to your argument.
* **Explore specific contexts:**  While your research is broader, their focus on circular packaging offers a concrete example of how information seeking impacts responsible consumption in a particular domain. 



Let me know if you have any other papers you'd like me to evaluate!"
Akalamkam K.; Mitra J.K.,"Akalamkam, Krishna (57202546571); Mitra, Joy Kumar (57202549079)",57202546571; 57202549079,Consumer Pre-purchase Search in Online Shopping: Role of Offline and Online Information Sources,2018,Business Perspectives and Research,6,1,,42.0,60.0,18.0,24,10.1177/2278533717730448,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85048725737&doi=10.1177%2f2278533717730448&partnerID=40&md5=e13289c19ed88ac2fee5fb1fe1eb2e76,"Pre-purchase information search is an integral part of consumer decision-making process and buying behavior. Understanding consumer information search behavior is vital for organizations in order to plan their communication strategy and reach consumers effectively. Though consumer information search behavior is extensively studied in traditional brick and mortar purchase situations, there is dearth of research in understanding consumer information search behavior in online shopping occasions. Given the rapid growth in electronic retail over the last few years, it is imperative to understand consumer information search behavior in online buying situations. This study investigates the factors that influence the extent of usage of different information sources in pre-purchase information search by online shoppers through an empirical research among 1079 online shoppers. The analysis of data using multivariate analysis of covariance (MANCOVA) shows that consumers tend to use both traditional offline information sources and online information sources when they shop online. However, the preference for different online and offline information sources is likely to be different for hedonic and utilitarian products. Individual factors, such as Internet usage experience, need for cognition and age, also tend to influence consumer preference for different online and offline sources. This has important implications for e-marketers as they may need to use different communication channels depending on the nature of the product and the characteristics of their target consumers to effectively promote their offerings. © 2017, 2017 K.J. Somaiya Institute of Management Studies and Research.",consumer behavior; multivariate analysis of covariance (MANCOVA); offline and online information sources; Online shopping; pre-purchase information search,,Article,Final,,Scopus,2-s2.0-85048725737,Possibly,Information seeking,"
While the reference paper focuses on online consumer search behavior in general, it touches upon a relevant aspect for your research: **information sources**.  

You could utilize this paper in the following ways:

* **Contextual Background:** The paper provides a good overview of the various information sources consumers rely on during pre-purchase decisions, both online and offline. This can serve as valuable context for your own discussion on information-seeking processes related to responsible consumption.
* **Comparative Analysis:** You could compare and contrast the information sources discussed in the reference paper with those relevant to ethical and sustainable consumption. This could highlight potential gaps or specific challenges consumers face when seeking information about responsible products.
* **Supporting Argument:** The paper's finding that consumers use both online and offline sources could support your argument about the importance of accessible and transparent information from various channels to drive responsible consumption.


**Important Note:**

The reference paper doesn't directly address sustainable or responsible consumption. Therefore, its relevance is limited. However, its insights into general information-seeking behaviors can still be helpful in enriching your discussion and providing a broader context for your research."
Lee S.H.,"Lee, Seung Hwan (Mark) (57192662639)",57192662639,The role of consumers' network positions on information-seeking behavior of experts and novices: A power perspective,2014,Journal of Business Research,67,1,,2853.0,2859.0,6.0,19,10.1016/j.jbusres.2012.07.002,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84885852718&doi=10.1016%2fj.jbusres.2012.07.002&partnerID=40&md5=3e5902e4434972e8a059c0ca4d93d1b1,"Results from two studies demonstrate that depending on consumers' network positions (peripheral or central), experts and novices behave differently when seeking information about their networks or products related to those networks. Experts in central network positions (vs. peripheral) seek more network-related information, while novices in the same positions seek more product-related information. In contrast, experts in peripheral network positions (vs. central) seek more product-related information, while peripheral novices seek more network-related information. Findings also suggest that desire for power (social or personal) mediates these relationships. Given the importance of social networks in consumer decision making, this research demonstrates the influence and importance of consumer's network position on information-seeking behavior of experts and novices. © 2012 Elsevier Inc.",Expertise; Network centrality; Power; Social networks,,Article,Final,,Scopus,2-s2.0-84885852718,Possibly,Seeking,"
While the reference paper doesn't directly address sustainable or responsible consumption, it offers valuable insights into how consumers' network positions influence their information-seeking behavior. This could be relevant to your research in the following ways:

* **Contextualizing Information Seeking:** You could use the findings from this paper to contextualize the information-seeking processes of consumers interested in responsible consumption. For example, you could explore whether consumers with strong social networks (central positions) are more likely to seek information about ethical aspects of products compared to those with weaker networks (peripheral positions).
* **Identifying Information Sources:** The paper highlights the difference in information-seeking behavior between experts and novices. This could help you identify potential sources of information for consumers interested in responsible consumption. Are experts within specific networks (e.g., sustainability-focused communities) more influential in shaping information-seeking behaviors?
* **Understanding Network Effects:** The paper's focus on network positions could be useful for understanding how social influence and information diffusion within networks impact the adoption of responsible consumption practices.

**Important Note:**

It's crucial to critically evaluate the applicability of the reference paper's findings to your specific context. Since it doesn't directly address responsible consumption, you'll need to make connections and draw inferences based on the broader principles of information-seeking behavior it presents."
Etco M.; Sénécal S.; Léger P.-M.; Fredette M.,"Etco, Matthew (57201155323); Sénécal, Sylvain (57200814456); Léger, Pierre-Majorique (57202616738); Fredette, Marc (16031104000)",57201155323; 57200814456; 57202616738; 16031104000,The influence of online search behavior on consumers’ decision-making heuristics,2017,Journal of Computer Information Systems,57,4,,344.0,352.0,8.0,13,10.1080/08874417.2016.1232987,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85043572154&doi=10.1080%2f08874417.2016.1232987&partnerID=40&md5=f9e716cffe5adf9b13b8ea86b7cac40b,"Information seeking activities have been broadly categorized into two types: exploratory and directed search. Likewise, product-related information is processed either by alternative or by attribute. The current literature does not specifically describe the effect of online information-seeking activities on the type of information processing employed by a consumer. The present study seeks to investigate this relationship, as well as the effect of repeat visits to a website as an antecedent of information seeking. An eye-tracking experiment was performed to test these relationships. Results indicate that participants with a greater proportion of time spent looking at directed-search elements had longer visual sweeps across the attributes of a song, indicating a greater degree of alternative-based processing. Additionally, repeat website visits resulted in a marginally higher proportion of time spent performing directed search. The implication of the findings in relation to website customization according to users’ information searching behavior is discussed. © 2017 International Association for Computer Information Systems.",Decision-making; Eyetracking; Information processing; Information search; Scanpath,Data processing; Decision making; Eye tracking; Information retrieval; Information use; Websites; Directed searches; Information search; Information searching behavior; Information seeking; On-line information; Scan path; Search behavior; Time spent; Consumer behavior,Article,Final,,Scopus,2-s2.0-85043572154,Possibly,Seeking,"
While the reference paper focuses on online search behavior and information processing heuristics in a general consumer context, it offers some potentially valuable insights for your research on information-seeking and responsible consumption. 

Here's how you could potentially utilize it:

* **Understanding Search Types:** The paper's distinction between exploratory and directed search could be relevant to your study. You could explore whether consumers engaged in different types of information seeking when researching ethically responsible products. Do they tend towards exploratory searches to gain a broad understanding, or directed searches for specific ethical attributes?
* **Information Processing:** The paper's findings on the relationship between search behavior and information processing (alternative-based vs. attribute-based) might be helpful in understanding how consumers evaluate ethical aspects of products. Does a particular search type lead to a more thorough consideration of ethical attributes?
* **Website Design Implications:** The paper discusses website customization based on user search behavior. You could draw upon this to suggest how information systems and decision-support tools could be designed to better support responsible consumption by catering to different search types and information needs.

**Important Considerations:**

* **Contextual Differences:** Remember that the reference paper's context is broader consumer behavior, not specifically focused on sustainability or ethical consumption. You'll need to carefully consider how its findings might apply to your specific research area.
* **Limited Direct Relevance:** The paper doesn't directly address information barriers, asymmetries, or the impact of information availability on responsible consumption, which are key aspects of your study.

Overall, the reference paper offers some potentially useful insights into information-seeking behavior, but its relevance to your research is limited. You should use it cautiously and focus on the aspects that align with your specific research questions."
